X,Y,OBJECTID,ID,TYP,ART,STANDORTTYP,BEZEICHNUNG,BEZEICHNUNGZUSATZ,KURZBEZEICHNUNG,STRASSE,PLZ,ORT,TELEFON,FAX,EMAIL,PROFILE,SPRACHEN,WWW,TRAEGER,TRAEGERTYP,BEZUGNR,GEBIETSARTNUMMER,SNUMMER,NUMMER,GlobalID,CreationDate,Creator,EditDate,Editor
12.9881505037857,50.8130383762963,11,12,10,Grundschule,1,Grundschule Adelsberg,"baubedingte Auslagerung an den Standort Comeniusstraße 1, 09120 Chemnitz, bis voraussichtlich 2023/2024",GS Adelsberg,Adelsbergstraße 296,09127,Chemnitz,0371 7711180,0371 7711181,gs-adelsberg@schulen-chemnitz.de,Hort,,https://www.gs-adelsberg.de/,Kommunal,10,12,40,116,701,10db12cb-8564-4e9d-84af-e3cd12c8d261,2023/12/15 10:19:55.571+00,GISAdminChemnitz,2023/12/15 10:19:55.571+00,GISAdminChemnitz
12.8840422701945,50.8325546104525,12,13,10,Grundschule,1,Grundschule Altendorf,,GS Altendorf,Ernst-Heilmann-Straße 11,09116,Chemnitz,0371 36914 16,0371 3691422,gs-altendorf@schulen-chemnitz.de,Hort,,http://lily84.lima-city.de,Kommunal,10,13,40,117,202,657d048a-9c2d-455b-9717-22e86582cf52,2023/12/15 10:19:55.571+00,GISAdminChemnitz,2023/12/15 10:19:55.571+00,GISAdminChemnitz
12.8733752933211,50.8229833201809,13,28,10,Grundschule,1,Grundschule Schönau,,GS Schönau,Guerickestraße 38,09116,Chemnitz,0371 8157621,0371 8157626,gs-schoenau@schulen-chemnitz.de,"GTA, Hort",,www.sachsen-macht-schule.de/schulporträt,Kommunal,10,28,40,137,105,16000ff9-fba3-44e5-b6bc-25936fbad2b5,2023/12/15 10:19:55.587+00,GISAdminChemnitz,2023/12/15 10:19:55.587+00,GISAdminChemnitz
12.8451718967182,50.8193122538291,14,29,10,Grundschule,1,Grundschule Siegmar,,GS Siegmar,Rosmarinstraße 12,09117,Chemnitz,0371 842040,0371 8420421,gs-siegmar@schulen-chemnitz.de,Hort,,www.grundschule-siegmar.de,Kommunal,10,29,40,138,104,d63272a6-c2f6-4f59-b068-eb9a625c53bf,2023/12/15 10:19:55.587+00,GISAdminChemnitz,2023/12/15 10:19:55.587+00,GISAdminChemnitz
12.9412264741818,50.8364972682956,15,30,10,Grundschule,1,Grundschule Sonnenberg,,GS Sonnenberg,Ludwig-Kirsch-Straße 27,09130,Chemnitz,0371 36777220,0371 367772218,gs-sonnenberg@schulen-chemnitz.de,Hort,,https://cms.sachsen.schule/gscsonnenberg/start.html,Kommunal,10,30,40,139,503,0e6df524-c87d-4844-9c7f-11feabdc3d6b,2023/12/15 10:19:55.603+00,GISAdminChemnitz,2023/12/15 10:19:55.603+00,GISAdminChemnitz
12.9399234062508,50.8158443616826,16,32,10,Grundschule,1,Heinrich-Heine-Grundschule,barrierefreies Schulhaus,H.-Heine-GS,Augsburger Straße 32,09126,Chemnitz,0371 2786860,0371 27868616,gs-heine@schulen-chemnitz.de,"GTA, Hort, Vorbereitungsklassen",,www.db.sn.schule.de,Kommunal,10,32,40,142,605,04ad5733-f7f6-4b74-80ef-dd9ce898e698,2023/12/15 10:19:55.603+00,GISAdminChemnitz,2023/12/15 10:19:55.603+00,GISAdminChemnitz
12.9141544540022,50.8107193517131,17,33,10,Grundschule,1,Jan-Amos-Comenius-Grundschule,,J.-A.-Comenius-GS,Comeniusstraße 1,09120,Chemnitz,0371 5230716,0371 5230727,gs-comenius@schulen-chemnitz.de,"GTA, Hort, Vorbereitungsklassen",,https://schuldatenbank.sachsen.de/index.php?id=100&institution_key=4210746,Kommunal,10,33,40,143,801,6a9097ef-4e84-4ea9-8d3a-da813436ec1a,2023/12/15 10:19:55.618+00,GISAdminChemnitz,2023/12/15 10:19:55.618+00,GISAdminChemnitz
12.8694931966894,50.8809561444123,18,35,10,Grundschule,1,Kirchner-Grundschule,,Kirchner-GS,Chemnitzer Straße (Wittgensdorf) 2,09228,Chemnitz,037200 88233,037200 81895,gs-kirchner@schulen-chemnitz.de,"GTA, Hort",,www.grundschule-wittgensdorf.de,Kommunal,10,35,40,145,1202,4e0919f2-af67-49bf-8144-24602f0e9be3,2023/12/15 10:19:55.618+00,GISAdminChemnitz,2023/12/15 10:19:55.618+00,GISAdminChemnitz
12.9488765826542,50.8527261988194,19,36,10,Grundschule,1,Ludwig-Richter-Grundschule,barrierefreies Schulhaus,Ludwig-Richter-GS,Ludwig-Richter-Straße 19,09131,Chemnitz,0371 414803,0371 4002583,gs-richter@schulen-chemnitz.de,"Hort, Vorbereitungsklassen; Stützpunktschule zur Integration von Schülern mit Sprachauffälligkeiten",,https://schuldatenbank.sachsen.de/index.php?id=100&institution_key=4210951,Kommunal,10,36,40,147,402,be80db27-682d-4b4d-b0c2-173ba081affd,2023/12/15 10:19:55.618+00,GISAdminChemnitz,2023/12/15 10:19:55.618+00,GISAdminChemnitz
12.9027950932735,50.8416189519938,20,37,10,Grundschule,1,Obere Luisenschule -Grundschule-,barrierefreies Schulhaus,Obere Luisenschule -GS-,Fritz-Matschke-Straße 23,09113,Chemnitz,0371 338010,0371 3380120,gs-obere-luisenschule@schulen-chemnitz.de,"Hort, Stützpunktschule zur Integration von Schülern mit Sprachauffälligkeiten",,https://cms.sachsen.schule/gsols/obereluisenschulegrundschule.html,Kommunal,10,37,40,149,205,ee0ed348-11ac-4bab-9452-27b55a4b058e,2023/12/15 10:19:55.634+00,GISAdminChemnitz,2023/12/15 10:19:55.634+00,GISAdminChemnitz
12.8968045064718,50.8285791667057,21,38,10,Grundschule,1,Pablo-Neruda-Grundschule,barrierefreies Schulhaus ,Pablo-Neruda-GS,Hoffmannstraße 35,09112,Chemnitz,0371 369670,0371 36967214,gs-neruda@schulen-chemnitz.de,Hort,,www.pablo-neruda-grundschule.de,Kommunal,10,38,40,150,203,d72933c5-3fb6-4bb2-b010-76285a688e5c,2023/12/15 10:19:55.650+00,GISAdminChemnitz,2023/12/15 10:19:55.650+00,GISAdminChemnitz
12.9249146500484,50.8434122247297,22,39,10,Grundschule,1,Rosa-Luxemburg-Grundschule am Brühl,,Rosa-Luxemburg-GS am Brühl,Brühl 59,09111,Chemnitz,0371 471410,0371 4714119,gs-luxemburg@schulen-chemnitz.de,"GTA, Hort",,https://schuldatenbank.sachsen.de/index.php?id=100&institution_key=4210704,Kommunal,10,39,40,151,304,41d05ca2-a0ba-4c6d-9357-d3702c13b7a3,2023/12/15 10:19:55.650+00,GISAdminChemnitz,2023/12/15 10:19:55.650+00,GISAdminChemnitz
12.9364821337127,50.8291536304798,23,40,10,Grundschule,1,Rudolfschule -Grundschule-,,Rudolfschule  -GS-,Rudolfstraße 12,09126,Chemnitz,0371 27868880,0371 2786888218,gs-rudolfschule@schulen-chemnitz.de,"GTA, Hort",,www.rudolfschule-chemnitz.de,Kommunal,10,40,40,152,602,53d8c0dd-e1e2-4f68-bbf7-0ee0af07cdfc,2023/12/15 10:19:55.665+00,GISAdminChemnitz,2023/12/15 10:19:55.665+00,GISAdminChemnitz
12.913507638215,50.8469499033289,24,41,10,Grundschule,1,Schlossschule -Grundschule-,barrierefreies Schulhaus,Schlossschule -GS-,Küchwaldstraße 4,09113,Chemnitz,0371 3300397,0371 3350793,gs-schlossschule@schulen-chemnitz.de,"GTA, Hort, mit Sportklassen für technisch-akrobatische Sportarten",,www.sn.schule.de/~gs-schloss-c,Kommunal,10,41a,40,153,302,02c9c32d-8f31-4aac-b936-0db9a6afc4a4,2023/12/15 10:19:55.665+00,GISAdminChemnitz,2023/12/15 10:19:55.665+00,GISAdminChemnitz
12.8995083081153,50.850858190395,25,42,10,Grundschule,2,Schlossschule (Schulteil),barrierefreies Schulhaus,Schlossschule -GS-  ST Sport,Wittgensdorfer Straße 2b,09114,Chemnitz,0371 3302443,0371 3352239,gs-schlossschule@schulen-chemnitz.de,"GTA, Hort, mit Sportklassen für technisch-akrobatische Sportarten",,www.sn.schule.de/~gs-schloss-c,Kommunal,10,41b,40,154,0,fc12bf1e-8e69-49a1-b0bf-6264df591e45,2023/12/15 10:19:55.681+00,GISAdminChemnitz,2023/12/15 10:19:55.681+00,GISAdminChemnitz
12.9013451596457,50.8178100083381,26,43,10,Grundschule,1,Valentina-Tereschkowa-Grundschule,barrierefreier Zugang,Valentina-Tereschkowa-GS,Haydnstraße 21,09119,Chemnitz,0371 369160,0371 3691620,gs-tereschkowa@schulen-chemnitz.de,"GTA, Hort, Vorbereitungsklassen",,www.gs-tereschkowa.de,Kommunal,10,42,40,156,1104,e34c7a37-fe4d-48f4-9805-d2f9e05594b3,2023/12/15 10:19:55.681+00,GISAdminChemnitz,2023/12/15 10:19:55.681+00,GISAdminChemnitz
12.944805462507,50.8273232949198,27,485,10,Grundschule,1,Grundschule Charlottenstraße  - ab Einschulungsjahr 2024/2025,,GS Charlottenstraße - ab Einschulungsjahr 2023,Charlottenstraße 52,09126,Chemnitz,0371 510078,,,,,,Kommunal,10,44,40,172,1206,be4cc0fe-629a-4e21-9d8f-463e2845d316,2023/12/15 10:19:55.696+00,GISAdminChemnitz,2023/12/15 10:19:55.696+00,GISAdminChemnitz
12.9073782571346,50.8326240084176,28,495,10,Grundschule,1,Grundschule Weststraße,barrierefreies Schulhaus,GS Weststraße,Weststraße 19,09112,Chemnitz,0371 2674690,,gs-weststrasse@schulen-chemnitz.de,"GTA, Hort, Vorbereitungsklassen",,https://schuldatenbank.sachsen.de/index.php?id=100&institution_key=4213518,Kommunal,10,,40,1320,1208,f02d32d2-3fee-4a09-ab71-f1b4291ee910,2023/12/15 10:19:55.696+00,GISAdminChemnitz,2023/12/15 10:19:55.696+00,GISAdminChemnitz
12.9366499279407,50.8322979561895,29,496,10,Grundschule,1,"Grundschule ""Südlicher Sonnenberg"" ",barrierefreies Schulhaus,"GS ""Südlicher Sonnenberg""",Jakobstraße 20,09130,Chemnitz,0371 2675850,,jakobstr@schulen-chemnitz.de,"GTA, Hort",,https://cms.sachsen.schule/gscsueso/unsere-schule.html,Kommunal,10,,40,1330,1209,8f527828-a68f-42df-8243-d81ae54a33fe,2023/12/15 10:19:55.712+00,GISAdminChemnitz,2023/12/15 10:19:55.712+00,GISAdminChemnitz
12.954409907451,50.8394367197235,30,497,10,Grundschule,1,Kooperationsschule Chemnitz (Grund- und Oberschule),"baubedingte Auslagerung an den Standort Wittgensdorfer Str. 121, 09114 Chemnitz  bis voraussichtlich Schuljahr 2024/2025; anschließend Brauhausstraße 16, 09111 Chemnitz",Kooperationsschule Chemnitz (GS+OS),Heinrich-Schütz-Straße 61,09130,Chemnitz,0371 27868870,0371 278688719,kooperationsschule-chemnitz@schulen-chemnitz.de,Hort,,https://kooperationsschule-chemnitz.org,Kommunal,10,,40,1340,1207,d1803546-bb8c-4352-88a9-29e06782a36a,2023/12/15 10:19:55.712+00,GISAdminChemnitz,2023/12/15 10:19:55.712+00,GISAdminChemnitz
12.9593611808911,50.8238797723748,31,118,10,Grundschule,1,Montessori-Schule Chemnitz - Freie integrative Schule -Grundschule-,,Montessori-Schule (GS),Ernst-Enge-Straße 21,09127,Chemnitz,0371 71589,0371 70081889,grundschule@montessoriverein-chemnitz.de,,,www.montessori-chemnitz.de,Frei,30,3a,0,923,0,e5f7f237-083c-4492-a5d3-ae9e5ea25b35,2023/12/15 10:19:55.728+00,GISAdminChemnitz,2023/12/15 10:19:55.728+00,GISAdminChemnitz
12.862644944615,50.798151763842,32,120,10,Grundschule,1,Freie Montessori-Grundschule Stelzendorf,,Freie Montessori-GS Stelzendorf,Stelzendorfer Straße 271,09116,Chemnitz,0371 2366890,0371 2366892,montessorischule@jugendstaetten-stocker.de,,,www.montessorischule-stelzendorf.de,Frei,30,4,0,932,0,1ed4b7a3-4fe3-4793-8257-cab1a1e653c3,2023/12/15 10:19:55.728+00,GISAdminChemnitz,2023/12/15 10:19:55.728+00,GISAdminChemnitz
12.8979814660791,50.793569270318,33,121,10,Grundschule,1,BIP-Kreativitätsgrundschule,,BIP Kreativitäts-GS,Dittersdorfer Straße 146c,09122,Chemnitz,0371 3342820,0371 33428220,kontakt@gsc.bipschulen.de,,,www.bipschulen.de,Frei,30,5,0,942,0,ae3c706b-ca6a-4e50-bec6-d85f6c4b5e68,2023/12/15 10:19:55.743+00,GISAdminChemnitz,2023/12/15 10:19:55.743+00,GISAdminChemnitz
12.9392525458278,50.8513927470994,34,145,10,Grundschule,1,DPFA-Regenbogen-Grundschule Chemnitz,,DPFA-Regenbogen-Grundschule Chemnitz,Emilienstraße 50,09131,Chemnitz,0371 45901100,0371 45901111,chemnitz.grundschule@dpfa.de,,,www.regenbogen-schulen.de,Frei,30,24a,0,953,0,9137be0f-9921-48cb-a6df-350e9d61ced7,2023/12/15 10:19:55.743+00,GISAdminChemnitz,2023/12/15 10:19:55.743+00,GISAdminChemnitz
12.8814412249506,50.7840286111597,35,259,10,Grundschule,1,"Freie Grundschule ""Leonardo"" Chemnitz",Schule zur Förderung höher und hoch begabter Kinder,"Freie GS ""Leonardo"" Chemnitz",Wolgograder Allee 184,09123,Chemnitz,0371 4959960,0371 495996-10,grundschule-leonardo@kjf-online.de,,,www.grundschule-leonardo.de,Frei,30,27,0,962,0,7103d079-43ac-4800-9709-d92aedef368b,2023/12/15 10:19:55.759+00,GISAdminChemnitz,2023/12/15 10:19:55.759+00,GISAdminChemnitz
12.9386579069539,50.8372324492807,36,343,10,Grundschule,1,Evangelisches Schulzentrum Chemnitz (Grundschule),,Evangelisches Schulzentrum (GS),Tschaikowskistraße 49,09130,Chemnitz,0371 4331970,0371 43315976,sekretariat-gs@eszc.de,,,www.eszc.de,Frei,30,2a,0,914,0,e00887a4-c305-4b8a-81e2-4b80338fc6cf,2023/12/15 10:19:55.759+00,GISAdminChemnitz,2023/12/15 10:19:55.759+00,GISAdminChemnitz
12.9352089883882,50.7978521601097,37,491,10,Grundschule,1,gruuna Schule gGmbH (Grundschule),,gruuna Schule gGmbH (Grundschule),Saydaer Straße 21,09125,Chemnitz,0371 33715680,-,info@gruuna.schule,,,www.gruuna.schule,Frei,30,31,0,971,0,3a0fbb25-12a1-4438-9f19-b216ad2d11bc,2023/12/15 10:19:55.775+00,GISAdminChemnitz,2023/12/15 10:19:55.775+00,GISAdminChemnitz
12.8889423266504,50.7930311466346,38,45,20,Oberschule,1,Albert-Schweitzer-Oberschule,,Albert-Schweitzer-OS,Albert-Köhler-Straße 48,09122,Chemnitz,0371 266010,0371 2660120,os-schweitzer@schulen-chemnitz.de,"GTA, Schulplanetarium","Englisch, Französisch, Arbeitsgemeinschaft: Französisch",www.albert-schweitzer-mittelschule-chemnitz.de,Kommunal,10,1,0,201,0,a1b3dd26-8f54-43eb-bd70-8eab83552a7f,2023/12/15 10:19:55.775+00,GISAdminChemnitz,2023/12/15 10:19:55.775+00,GISAdminChemnitz
12.9544779086957,50.8196174538935,39,50,20,Oberschule,1,Friedrich-Adolf-Wilhelm-Diesterweg-Oberschule,barrierefreies Schulhaus,F.-A.-W.-Diesterweg-OS,Kreherstraße 101,09127,Chemnitz,0371 54302480,0371 543024825,os-diesterweg@schulen-chemnitz.de,"GTA, Vorbereitungsklassen","Englisch, Französisch, Russisch, Spanisch",diesterweg.sn.lo-net2.de/info/.ws_gen/,Kommunal,10,7,0,209,0,44ebf1cb-d436-45b7-a293-feb9e467bfc0,2023/12/15 10:19:55.790+00,GISAdminChemnitz,2023/12/15 10:19:55.790+00,GISAdminChemnitz
12.9353668964667,50.8358567671611,40,51,20,Oberschule,1,"Oberschule ""Am Körnerplatz"" Chemnitz",barrierefreies Schulhaus nach Abschluss der Sanierung,"OS ""Am Körnerplatz""",Uhlandstraße 2,09130,Chemnitz,0371 2674600,0371 26746020,os-weerth@schulen-chemnitz.de,"GTA, Vorbereitungsklassen; Projekt ""Produktives Lernen"" - Ritterstraße 7","Englisch, Arbeitsgemeinschaft: Russisch",www.georg-weerth-ms-chemnitz.homepage.t-online.de/,Kommunal,10,8,0,210,0,3313819b-1032-4e3c-87f5-7bb51fd59c20,2023/12/15 10:19:55.790+00,GISAdminChemnitz,2023/12/15 10:19:55.790+00,GISAdminChemnitz
12.937251881947,50.8029705326177,41,52,20,Oberschule,1,Sportoberschule Chemnitz,barrierefreies Schulhaus,Sportoberschule,Reichenhainer Straße 206,09125,Chemnitz,0371 4884640,0371 488-4698,os-sport@schulen-chemnitz.de,"GTA, Eliteschule des Sports; Eliteschule des Fußballs; leistungssportorientierte Zugangsbedingungen",Englisch,www.sportmittelschule-chemnitz.de,Kommunal,10,9,0,229,0,2679d50f-9e8b-4b8c-993a-d31657f85e03,2023/12/15 10:19:55.806+00,GISAdminChemnitz,2023/12/15 10:19:55.806+00,GISAdminChemnitz
12.9296492190006,50.8498707697401,42,53,20,Oberschule,1,Josephinenschule -Oberschule-,,Josephinenschule -OS-,Josephinenplatz 9,09113,Chemnitz,0371 449790,0371 4497918,os-josephinenschule@schulen-chemnitz.de,GTA,"Englisch,",www.josephinenschule.de,Kommunal,10,10,0,215,0,f6aebb7c-4a8b-4902-8717-3406c5e035f3,2023/12/15 10:19:55.806+00,GISAdminChemnitz,2023/12/15 10:19:55.806+00,GISAdminChemnitz
12.8856222242871,50.8057303827128,43,55,20,Oberschule,1,"Oberschule ""Am Flughafen""",,"OS ""Am Flughafen""",Straße Usti nad Labem 277,09119,Chemnitz,0371 271200,0371 27120216,os-amflughafen@schulen-chemnitz.de,"GTA, Kompetenzzentrum für sprachliche Bildung; Vorbereitungsklassen","Englisch, Russisch",www.ms-am-flughafen.homepage.t-online.de,Kommunal,10,12,0,219,0,d9ea881c-e92c-43b0-b565-65f76ce0c816,2023/12/15 10:19:55.821+00,GISAdminChemnitz,2023/12/15 10:19:55.821+00,GISAdminChemnitz
12.8840422701945,50.8325546104525,44,56,20,Oberschule,1,Oberschule Altendorf,,OS Altendorf,Ernst-Heilmann-Straße 11,09116,Chemnitz,0371 369140,0371 3691421,os-altendorf@schulen-chemnitz.de,"GTA, Vorbereitungsklassen","Englisch, Französisch, Japanisch als GTA",www.fv-ms-altendorf.de,Kommunal,10,13,0,221,0,c5fb6fd9-0ba3-40ca-b22b-d7be042acb9b,2023/12/15 10:19:55.821+00,GISAdminChemnitz,2023/12/15 10:19:55.821+00,GISAdminChemnitz
12.9527862375367,50.8310069733292,45,57,20,Oberschule,1,Oberschule Gablenz,"Projekt ""WERK-STATT-SCHULE""",OS Gablenz,Adelsbergstraße 90,09126,Chemnitz,0371 50710,0371 5905962,os-gablenz@schulen-chemnitz.de,"GTA, Projekt ""WERK-STATT-SCHULE""","Englisch, Französisch, Russisch",www.ms-gablenz.de,Kommunal,10,15,0,223,0,90e9631d-9033-4c50-a086-a20ce7275af6,2023/12/15 10:19:55.837+00,GISAdminChemnitz,2023/12/15 10:19:55.837+00,GISAdminChemnitz
12.8251258225996,50.8115128110385,46,59,20,Oberschule,1,Oberschule Reichenbrand,,OS Reichenbrand,Lennéstraße 1,09117,Chemnitz,0371 815750,0371 8157520,os-reichenbrand@schulen-chemnitz.de,GTA,"Englisch, Französisch",www.os-reichenbrand.c.sn.schule.de,Kommunal,10,17,0,227,0,7c0e5b27-43cf-43d0-8d2a-6403382c0ff7,2023/12/15 10:19:55.837+00,GISAdminChemnitz,2023/12/15 10:19:55.837+00,GISAdminChemnitz
12.8733752933211,50.8229833201809,47,60,20,Oberschule,1,Oberschule Schönau/Siegmar,,OS Schönau/Siegmar,Guerickestraße 38,09116,Chemnitz,0371 815760,0371 8157626,os-schoenau@schulen-chemnitz.de,GTA,"Englisch, Russisch, Spanisch",www.c.shuttle.de/ms-schoenau,Kommunal,10,18,0,228,0,c3d84510-74a2-4cce-ae96-9649b0ea872e,2023/12/15 10:19:55.853+00,GISAdminChemnitz,2023/12/15 10:19:55.853+00,GISAdminChemnitz
12.9026935754136,50.8413040029236,48,64,20,Oberschule,1,Untere Luisenschule -Oberschule-,barrierefreies Schulhaus,Untere Luisenschule -OS-,Fritz-Matschke-Straße 21,09113,Chemnitz,0371 374190,0371 3741920,os-untere-luisenschule@schulen-chemnitz.de,"GTA, Vorbereitungsklassen","Englisch, Französisch",www.uls.c.sn.schule.de/,Kommunal,10,22,0,235,0,64e66642-25bd-400a-8c65-c79736d3619b,2023/12/15 10:19:55.853+00,GISAdminChemnitz,2023/12/15 10:19:55.853+00,GISAdminChemnitz
12.8850360603135,50.8633389905466,49,14,10,Grundschule,1,Grundschule Borna,barrierefreies Schulhaus,GS Borna,Wittgensdorfer Straße 121a,09114,Chemnitz,0371 3383290,0371 33832919,gs-borna@schulen-chemnitz.de,"GTA, Hort, Vorbereitungsklassen",,www.gs-borna-chemnitz.de,Kommunal,10,14,40,118,301,c6886535-ed11-45e8-90b3-90cde8e367f0,2023/12/15 10:19:55.868+00,GISAdminChemnitz,2023/12/15 10:19:55.868+00,GISAdminChemnitz
12.9706434670302,50.8764546054577,50,15,10,Grundschule,1,Grundschule Ebersdorf,,GS Ebersdorf,Lichtenauer Straße 45,09131,Chemnitz,0371 410824,0371 410029,gs-ebersdorf@schulen-chemnitz.de,"GTA, Hort",,www.unserebersdorf.de/index.php/grundschule-ebersdorf,Kommunal,10,15,40,119,401,60b8f56c-fb42-4890-970f-ea0dcc927677,2023/12/15 10:19:55.868+00,GISAdminChemnitz,2023/12/15 10:19:55.868+00,GISAdminChemnitz
12.9706932870544,50.7703388508511,51,16,10,Grundschule,1,Grundschule Einsiedel,,GS Einsiedel,Harthauer Weg 5,09123,Chemnitz,037209 2273,037209 70719,gs-einsiedel@schulen-chemnitz.de,"GTA, Hort, Vorbereitungsklassen",,https://www.grundschule-einsiedel.de/,Kommunal,10,16,40,120,705,78f23593-5591-4cbd-8587-0e649f504162,2023/12/15 10:19:55.884+00,GISAdminChemnitz,2023/12/15 10:19:55.884+00,GISAdminChemnitz
